# generated 2026-08-19T03:25:44.653Z
sheet	race	group	category	unit	kind	source	model	bench_lo	bench_hi	bench_raw	note	bench_note
Sheet1	Zerg	Zerg Heavy	Unit	Brutalisk	weapon	weapon (air)	251817	251808	251808	251808		
Sheet1	Zerg	Zerg Heavy	Unit	Ultralisk	headline	total (all sources on)	227386					
Sheet1	Zerg	Zerg Heavy	Unit	Ultralisk	weapon	weapon	227386	227376	227376	227376		
Sheet1	Zerg	Zerg Air	Unit	Overseer	headline	total (all sources on)	0					
Sheet1	Zerg	Zerg Air	Unit	Overseer	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Air	Unit	Scourge	headline	total (all sources on)	277856					
Sheet1	Zerg	Zerg Air	Unit	Scourge	weapon	weapon	277856	276566	281688	276566-281688		
Sheet1	Zerg	Zerg Air	Unit	Mutalisk	headline	total (all sources on)	108417					
Sheet1	Zerg	Zerg Air	Unit	Mutalisk	weapon	weapon	108417	108270	109072	108270-109072		
Sheet1	Zerg	Zerg Air	Unit	Overlord	headline	total (all sources on)	0					
Sheet1	Zerg	Zerg Air	Unit	Overlord	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Air	Unit	Corruptor	headline	total (all sources on)	194129					
Sheet1	Zerg	Zerg Air	Unit	Corruptor	weapon	weapon	151130					
Sheet1	Zerg	Zerg Air	Unit	Corruptor	state	+ +20% all (amp, full uptime)	151130	151125	151125	151125	weapon (intrinsic on-hit amp already folded)	Add Retarding Slime
Sheet1	Zerg	Zerg Air	Unit	Corruptor	state	+ +20% all (amp, full uptime)	181349	181333	181333	181333	weapon × damage-taken amp at 100% uptime	Add Corruption
Sheet1	Zerg	Zerg Air	Unit	Guardian	headline	total (all sources on)	121848					
Sheet1	Zerg	Zerg Air	Unit	Guardian	weapon	weapon	121848	121275	122608	121275-122608		
Sheet1	Zerg	Zerg Air	Unit	Viper	headline	total (all sources on)	136035					
Sheet1	Zerg	Zerg Air	Unit	Viper	weapon	weapon	55872	55861	55861	55861		
Sheet1	Zerg	Zerg Air	Unit	Viper	summon	+ Swarm Host	15				per-summon; sustained 0 (avg 0× living)	
Sheet1	Zerg	Zerg Air	Unit	Viper	ability	+ Abduct					needs model	
Sheet1	Zerg	Zerg Air	Unit	Viper	ability	+ Parasitic Bomb	136036	134099	142484	134099-142484	weapon + ability (cumulative)	Add Parasitic Bomb
Sheet1	Zerg	Zerg Air	Unit	Viper	ability	+ Parasitic Bomb	83703	82548	88968	82548-88968	ability alone (isolated gross)	Parasitic Bomb only
Sheet1	Zerg	Zerg Air	Unit	Brood Lord	headline	total (all sources on)	379471					
Sheet1	Zerg	Zerg Air	Unit	Brood Lord	weapon	weapon	104639	104632	104632	104632		
Sheet1	Zerg	Zerg Air	Unit	Brood Lord	summon	+ Broodling	379471	379405	379405	379405	weapon + summons sustained (274832 @ avg 10×; 27483 per-summon)	Add Broodlings
Sheet1	Zerg	Zerg Air	Unit	Brood Lord	summon	+ Broodling	27483	27477	27477	27477	per-summon; sustained 274832 (avg 10× living)	Brooding (1)
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	headline	total (all sources on)	171369					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	weapon	weapon	24023	23927	24209	23927-24209		Weapon only
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	summon	+ Infested Terran	107	12420	12585	12420-12585	per-summon; sustained 0 (avg 0× living)	Infested Terran (1)
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	summon	+ Infested Terran + Opho Mutation	107	12420	12585	12420-12585	per-summon with Opho Mutation	Infested Terran (1)  + Wild Mutation
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	summon	+ Infested Terran + Opho Mutation	107	48144	48144	48144	per-summon with Opho Mutation	Infested Marine (1) + Wild Mutation
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	minion	+ Infested Civilian	12667	12192	12371	12192-12371	per-minion; sustained 63336 (5× magazine)	Infested Marine (1)
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	minion	+ Infested Marine	12376				per-minion; sustained 61879 (5× magazine)	
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	ability	+ Opho Fungal	22130	23465	23712	23465-23712	sustained dps	Fungal Growth
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Ophiotaurus	summon-buff	+ Opho Mutation (summon-buff)					todo	
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Zagara	headline	total (all sources on)	213244					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Zagara	weapon	weapon	70643	69933	70728	69933-70728		
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Zagara	summon	+ Explosive Shitter	2345	3985	7971	3985-7971	summons sustained alone (avg 0.94× @ 2491 per-summon)	Explosive Shitters only
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Zagara	summon	+ Zagara Minion	30908	30646	30646	30646	per-summon; sustained 140256 (avg 4.54× living)	Zagara Minion (1)
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Corpser	headline	total (all sources on)	381845					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Corpser	weapon	weapon	90624	90399	91392	90399-91392		
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Corpser	summon	+ Roachling	19625				per-summon; sustained 274750 (avg 14× living)	
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Corpser	ability	+ Vile Stream	107095	105223	111158	105223-111158	weapon + ability (cumulative)	Add Vile Stream
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Kerrigan	headline	total (all sources on)	191960					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Kerrigan	weapon	weapon	68425	67554	68679	67554-68679		
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Kerrigan	ability	+ Razor Swarm	191960	191079	192204	191079-192204	weapon + ability (cumulative)	Add Razor Swarm
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Kerrigan	ability	+ Kerrigan Tunnel	0				sustained dps (no bench)	
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Spotter	headline	total (all sources on)	738426					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Spotter	weapon	weapon	49666	49172	50083	49172-50083		Main weapon
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Spotter	summon	+ Swarm Host	9				per-summon; sustained 18 (avg 2.02× living)	
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Spotter	minion	+ Spotter Beacon	68025	228315	230203	228315-230203	per-minion; sustained 680248 (10× magazine)	Weapon with all Spotter Beacons attacking
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Spotter	ability	+ Overloaded System	5294	6176	6793	6176-6793	ability alone (isolated gross)	Overloaded System only
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Spotter	self-buff	+ Spotter Frenzy (self-buff)		55065	57739	55065-57739	todo	Weapon with Spotter Frenzy
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	headline	total (all sources on)	497410				vs air 120742	
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	weapon	weapon (ground)	497410					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	weapon	weapon (air)	120742					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	minion	+ Levi Minion	90036	106308	108079	106308-108079	per-minion; sustained 360143 (4× magazine)	Levi Minion (1)
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	ability	+ Bio-Plasmid Discharge	36425	43299	43299	43299	sustained dps	Bio Plasmid Discharge, 0 Int
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	bench-only	AA attack		119208	122108	119208-122108	needs model	AA attack
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Leviathan	bench-only	AG attack		99992	100654	99992-100654	needs model	AG attack
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Apocalisk	headline	total (all sources on)	317250					
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Apocalisk	weapon	weapon	317250	317241	317241	317241		Weapon damage only
Sheet1	Zerg	Zerg Buyable Heroes	Buyable Hero	Apocalisk	ability	+ Cleave	105964	21598	21598	21598	perCast (single hit)	Cleave, single hit, 0 Dex
Sheet1	Zerg	Zerg Structures	Structure	Spine Crawler	headline	total (all sources on)	89490					
Sheet1	Zerg	Zerg Structures	Structure	Spine Crawler	weapon	weapon	89490	88589	89596	88589-89596		
Sheet1	Zerg	Zerg Structures	Structure	Spore Crawler	headline	total (all sources on)	103810					
Sheet1	Zerg	Zerg Structures	Structure	Spore Crawler	weapon	weapon	103810	103808	103808	103808		
Sheet1	Zerg	Zerg Structures	Structure	Virophage	headline	total (all sources on)	117326					
Sheet1	Zerg	Zerg Structures	Structure	Virophage	weapon	weapon	117326	117312	117312	117312		
Sheet1	Zerg	Zerg Structures	Structure	Spore Cannon	headline	total (all sources on)	59166					
Sheet1	Zerg	Zerg Structures	Structure	Spore Cannon	weapon	weapon	59166	59162	59162	59162		
Sheet1	Zerg	Zerg Structures	Structure	Regenerative Nest	headline	total (all sources on)	0					
Sheet1	Zerg	Zerg Structures	Structure	Regenerative Nest	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Structures	Structure	Blighting Tumor	headline	total (all sources on)	121868					
Sheet1	Zerg	Zerg Structures	Structure	Blighting Tumor	weapon	weapon	121868	121856	121856	121856		
Sheet1	Zerg	Zerg Structures	Structure	Steroidal Mass	headline	total (all sources on)	0					
Sheet1	Zerg	Zerg Structures	Structure	Steroidal Mass	weapon	weapon					no weapon (caster/support)	
Sheet1	Zerg	Zerg Structures	Structure	Impaler Colony	headline	total (all sources on)	398620					
Sheet1	Zerg	Zerg Structures	Structure	Impaler Colony	weapon	weapon	398620	398572	398572	398572		
Sheet1	Zerg	Zerg Structures	Structure	Remote Nydus Network	headline	total (all sources on)	0					
Sheet1	Zerg	Zerg Structures	Structure	Remote Nydus Network	weapon	weapon					no weapon (caster/support)	
Sheet1	Secret	Special Units	Secret Unit	Random Cardboard Box	headline	total (all sources on)	0					
Sheet1	Secret	Special Units	Secret Unit	Random Cardboard Box	weapon	weapon					no weapon (caster/support)	
Sheet1	Secret	Special Units	Secret Unit	Mike Tyson	headline	total (all sources on)	2697385					
Sheet1	Secret	Special Units	Secret Unit	Mike Tyson	weapon	weapon	2697385					
Sheet1	Secret	Special Units	Secret Unit	Chaindog	headline	total (all sources on)	222583					
Sheet1	Secret	Special Units	Secret Unit	Chaindog	weapon	weapon	176473	176448	176448	176448		weapon
Sheet1	Secret	Special Units	Secret Unit	Chaindog	summon	+ Shit Pile	5647	3388	5082	3388-5082	summons sustained alone (avg 0.33× @ 16942 per-summon)	Deposit biomass
Sheet1	Secret	Special Units	Secret Unit	Chaindog	ability	+ Deadly Bite	5177	4922	6562	4922-6562	sustained (closest basis; amp-root ability, valued from full stats)	Deadly bite only
Sheet1	Secret	Special Units	Secret Unit	Chaindog	self-buff	+ Maul Toddlers (self-buff)					todo	
Sheet1	Secret	Special Units	Secret Unit	Murloc Marine	headline	total (all sources on)	314736					
Sheet1	Secret	Special Units	Secret Unit	Murloc Marine	weapon	weapon	119209	119200	119200	119200		Weapon only
Sheet1	Secret	Special Units	Secret Unit	Murloc Marine	minion	+ Murloc Mini	31890	31882	31882	31882	per-minion; sustained 127561 (4× magazine)	Murloc Mini
Sheet1	Secret	Special Units	Secret Unit	Murloc Marine	ability	+ Rattle Spray	37749	28311	33030	28311-33030	sustained dps	Rattle Spray
Sheet1	Secret	Special Units	Secret Unit	Murloc Marine	ability	+ Cluster Chuck	30216	31447	31447	31447	sustained dps	Cluster Chuck
Sheet1	Secret	Special Units	Secret Unit	M-O (Microbe-Obliterator)	headline	total (all sources on)	331732					
Sheet1	Secret	Special Units	Secret Unit	M-O (Microbe-Obliterator)	weapon	weapon	162224	183840	183840	183840		Weapon
Sheet1	Secret	Special Units	Secret Unit	M-O (Microbe-Obliterator)	ability	+ Vacuum	114907	161811	171747	161811-171747	sustained dps	Vacuum
Sheet1	Secret	Special Units	Secret Unit	M-O (Microbe-Obliterator)	ability	+ Dust Bin	26115	90048	90048	90048	per-cast (closest basis; amp-root ability, valued from full stats)	Dust bin, per hit damage. Only gains a charge when vacuum ability finishes (check ability requirement)
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	headline	total (all sources on)	382387					
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	weapon	weapon	129390	118963	134231	118963-134231		Weapon + Burn
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	minion	+ Hellspawn	25521	25514	25514	25514	per-minion; sustained 153127 (6× magazine)	Hellspawn 1x
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	ability	+ Hell Wave (burn applier)	30737	29356	30336	29356-30336	weapon-burn at cap + 15 applier init-ticks/cast + expiry detonation @ raw 6s cd	Hell wave
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	aura	+ Hell Aura (aura)	25071	25056	25056	25056	aura alone (periodic through caster km)	Hell Aura
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	ability	+ Hell Rift	66594	66555	66555	66555	sustained dps	Hell rift
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	ability	+ Hell Wave					needs model	
Sheet1	Secret	Special Units	Secret Unit	Diablo, Lord of Terror	ability	+ Hell Fury	8205	11101	16212	11101-16212	sustained dps	Hell fury
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	headline	total (all sources on)	322955					
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	weapon	weapon	151638	151632	151632	151632		Weapon only
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	aura	+ Xel'Naga Vortex (aura)	62677	50448	50448	50448	aura alone (periodic through caster km)	Xelnaga Vortex, active
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	aura	+ Void Tendril Unstable Energy Search22 (aura)	41785	33632	33632	33632	aura alone (periodic through caster km)	Void Energy, active
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	aura	+ weapon + Xel Naga Field	177753	177735	177735	177735	weapon + this aura (both sustained)	Weapon and Xel'naga Field
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	aura	+ Xel Naga Field (aura)	26115	26103	26103	26103	aura alone (periodic through caster km)	Xel'Naga Field only
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	ability	+ Celestial Slam	14625	14617	14617	14617	sustained dps	Celestial slam
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	ability	+ Phase Wave	15669	49594	49594	49594	sustained dps	Phase wave, Xel'naga Field
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	ability	+ Void Energy	5223				sustained dps (no bench)	
Sheet1	Secret	Special Units	Secret Unit	Narud, Servant of Amon	ability	+ Xel'Naga Vortex	5223				sustained dps (no bench)	
Sheet1	Secret	Special Units	Secret Unit	Assembler, the Foundry’s Warden	headline	total (all sources on)	263928					
Sheet1	Secret	Special Units	Secret Unit	Assembler, the Foundry’s Warden	weapon	weapon	162224	162218	162218	162218		Weapon
Sheet1	Secret	Special Units	Secret Unit	Assembler, the Foundry’s Warden	ability	+ Scorch Pulse	21589	21578	21578	21578	sustained dps	Scorch pulse
Sheet1	Secret	Special Units	Secret Unit	Assembler, the Foundry’s Warden	ability	+ Seismic Arc	36715	75962	75962	75962	sustained dps	Siesmic arc
Sheet1	Secret	Special Units	Secret Unit	Assembler, the Foundry’s Warden	ability	+ Slag Field	43400	36411	36411	36411	sustained dps	Slag field
Sheet1		Enemy Structures	Structure	Infested Colony Ship	headline	total (all sources on)	0					
Sheet1		Enemy Structures	Structure	Infested Colony Ship	weapon	weapon					no weapon (caster/support)	
Sheet1		Enemy Structures	Structure	Creep Tumor	headline	total (all sources on)	0					
Sheet1		Enemy Structures	Structure	Creep Tumor	weapon	weapon					no weapon (caster/support)	
Sheet1		Enemy Structures	Structure	Hatchery	headline	total (all sources on)	22312					
Sheet1		Enemy Structures	Structure	Hatchery	weapon	weapon					no weapon (caster/support)	
Sheet1		Enemy Structures	Structure	Hatchery	minion	+ Drone	22312				per-minion; sustained 22312 (1× magazine)	
Sheet1		Enemy Structures	Structure	Lair	headline	total (all sources on)	22312					
Sheet1		Enemy Structures	Structure	Lair	weapon	weapon					no weapon (caster/support)	
Sheet1		Enemy Structures	Structure	Lair	minion	+ Drone	22312				per-minion; sustained 22312 (1× magazine)	
Sheet1		Enemy Structures	Structure	Demonic Spire	headline	total (all sources on)	0					
Sheet1		Enemy Structures	Structure	Demonic Spire	weapon	weapon					no weapon (caster/support)	
Sheet1		Enemy Structures	Structure	Spine Crawler	headline	total (all sources on)	5828					
Sheet1		Enemy Structures	Structure	Spine Crawler	weapon	weapon	5828					
Sheet1		Enemy Structures	Structure	Spore Crawler	headline	total (all sources on)	6440					
Sheet1		Enemy Structures	Structure	Spore Crawler	weapon	weapon	6440					
Sheet1		Enemy Structures	Structure	Super Spine Crawler	headline	total (all sources on)	11550					
Sheet1		Enemy Structures	Structure	Super Spine Crawler	weapon	weapon	11550					
Sheet1		Enemy Structures	Structure	Super Spore Crawler	headline	total (all sources on)	12223					
Sheet1		Enemy Structures	Structure	Super Spore Crawler	weapon	weapon	12223					
Sheet1		Enemy Structures	Structure	Impaler Colony	headline	total (all sources on)	5734					
Sheet1		Enemy Structures	Structure	Impaler Colony	weapon	weapon	5734					
Sheet1		Enemy Structures	Structure	Evolution Chamber	headline	total (all sources on)	0					
Sheet1		Enemy Structures	Structure	Evolution Chamber	weapon	weapon					no weapon (caster/support)	
